chave;cnpj;nr_natureza_juridica;matriz;simples;simei;classificação;situacao
2062-0542-2002;05421498000180;2062;1;1;0;PRIVADO;ATIVA
2135-1398-2011;13987785000180;2135;1;1;0;PRIVADO;ATIVA
2135-0315-1999;03150560000110;2135;1;1;0;PRIVADO;ATIVA
2135-1391-2011;13913168000130;2135;1;1;1;PRIVADO;ATIVA
2135-0612-2004;06127368000100;2135;1;1;0;PRIVADO;ATIVA
2062-6803-1992;68033620000160;2062;1;0;0;PRIVADO;ATIVA
2135-1431-2011;14319212000140;2135;1;1;1;PRIVADO;ATIVA
2062-0243-1998;02434709000120;2062;1;0;0;PRIVADO;BAIXADA
2062-0158-1996;01587966000130;2062;1;1;0;PRIVADO;ATIVA
2062-0063-1995;00631980000120;2062;1;0;0;PRIVADO;BAIXADA
2062-1512-2012;15124728000100;2062;1;0;0;PRIVADO;ATIVA
2062-0042-1996;00421069000350;2062;0;1;0;PRIVADO;ATIVA
2062-0545-2002;05453640000170;2062;1;0;0;PRIVADO;ATIVA
2135-1501-2012;15010434000140;2135;1;1;1;PRIVADO;ATIVA
2135-0325-1999;03255798000100;2135;1;0;0;PRIVADO;ATIVA
2062-6089-1988;60892759000310;2062;0;1;0;PRIVADO;ATIVA
2135-1250-2010;12509263000100;2135;1;1;0;PRIVADO;ATIVA
2135-1552-2012;15529609000120;2135;1;1;0;PRIVADO;ATIVA
2135-1553-2012;15532960000170;2135;1;1;1;PRIVADO;ATIVA
2135-1194-2011;11949136000240;2135;0;0;0;PRIVADO;ATIVA
2062-0097-1989;00974808000250;2062;0;0;0;PRIVADO;ATIVA
4090-1606-2012;16066157000150;4090;1;0;0;PRIVADO;BAIXADA
4090-1602-2012;16020317000120;4090;1;0;0;PRIVADO;BAIXADA
2135-1202-2010;12026156000120;2135;1;1;1;PRIVADO;ATIVA
2062-1566-2012;15663443000130;2062;1;0;0;PRIVADO;ATIVA
2135-4143-1991;41437971000180;2135;1;0;0;PRIVADO;BAIXADA
2305-0336-1999;03368152000130;2305;1;1;0;PRIVADO;ATIVA
2135-1375-2011;13754257000180;2135;1;1;1;PRIVADO;ATIVA
2135-1380-2011;13806148000160;2135;1;1;1;PRIVADO;ATIVA
2135-0582-2007;05821726000290;2135;0;0;0;PRIVADO;BAIXADA
2135-1056-2008;10568518000180;2135;1;0;0;PRIVADO;ATIVA
3999-6283-1970;62837737000110;3999;1;0;0;PRIVADO;ATIVA
2062-0560-2003;05600860000180;2062;1;1;0;PRIVADO;ATIVA
2135-1389-2011;13890078000170;2135;1;1;1;PRIVADO;BAIXADA
2062-1566-2012;15665338000130;2062;1;0;0;PRIVADO;ATIVA
2135-1445-2011;14455776000100;2135;1;1;0;PRIVADO;ATIVA
2135-5038-1968;50381573000180;2135;1;0;0;PRIVADO;ATIVA
2135-0271-1998;02710456000170;2135;1;1;0;PRIVADO;ATIVA
2135-1308-2011;13086531000190;2135;1;1;1;PRIVADO;ATIVA
2135-5091-1982;50916188000190;2135;1;0;0;PRIVADO;ATIVA
2135-0902-2007;09029016000100;2135;1;0;0;PRIVADO;ATIVA
2135-4140-1992;41400334000130;2135;1;1;1;PRIVADO;ATIVA
2135-1518-2012;15187502000140;2135;1;0;0;PRIVADO;ATIVA
2135-1518-2012;15189465000100;2135;1;1;1;PRIVADO;ATIVA
3999-6233-1969;62336276000100;3999;1;0;0;PRIVADO;ATIVA
2135-1647-2012;16479387000140;2135;1;1;1;PRIVADO;ATIVA
2305-1446-2011;14465160000110;2305;1;1;0;PRIVADO;ATIVA
2240-6186-1989;61860573000180;2240;1;0;0;PRIVADO;ATIVA
2135-1649-2012;16491982000100;2135;1;1;0;PRIVADO;ATIVA
2062-1066-2009;10664042000180;2062;1;0;0;PRIVADO;ATIVA
2135-1406-2011;14067843000110;2135;1;1;1;PRIVADO;ATIVA
2062-1353-2011;13536554000150;2062;1;0;0;PRIVADO;ATIVA
3999-2451-1991;24518128000100;3999;1;0;0;PRIVADO;ATIVA
2062-1121-2009;11214653000190;2062;1;0;0;PRIVADO;ATIVA
2135-1048-2008;10481385000100;2135;1;0;0;PRIVADO;ATIVA
2135-1226-2010;12265817000170;2135;1;1;1;PRIVADO;ATIVA
2135-1464-1992;14641179000170;2135;1;0;0;PRIVADO;ATIVA
2062-0912-2007;09120875000100;2062;1;0;0;PRIVADO;ATIVA
2062-0932-2008;09323849000170;2062;1;0;0;PRIVADO;ATIVA
2135-0486-2001;04861391000190;2135;1;0;0;PRIVADO;ATIVA
2062-1091-2009;10918382000190;2062;1;0;0;PRIVADO;BAIXADA
2062-0785-2005;07852658000170;2062;1;0;0;PRIVADO;BAIXADA
2240-0321-1999;03211671000190;2240;1;0;0;PRIVADO;ATIVA
2062-0398-2000;03989628000150;2062;1;0;0;PRIVADO;ATIVA
2062-0467-2001;04672167000150;2062;1;0;0;PRIVADO;BAIXADA
2062-0008-1994;00080800000160;2062;1;0;0;PRIVADO;ATIVA
2062-0893-2007;08934789000160;2062;1;0;0;PRIVADO;ATIVA
2135-1086-2009;10868171000190;2135;1;1;0;PRIVADO;ATIVA
2054-0159-1996;01591490000100;2054;1;0;0;PRIVADO;BAIXADA
2062-0072-1995;00721169000130;2062;1;0;0;PRIVADO;BAIXADA
2062-0089-1984;00897595000120;2062;1;0;0;PRIVADO;BAIXADA
2062-0052-1995;00521595000120;2062;1;0;0;PRIVADO;BAIXADA
2062-0016-1994;00167377000130;2062;1;0;0;PRIVADO;BAIXADA
4090-0674-2004;06747078000150;4090;1;0;0;PRIVADO;BAIXADA
2135-6634-1991;66348012000110;2135;1;0;0;PRIVADO;BAIXADA
2062-0538-2002;05382827000120;2062;1;0;0;PRIVADO;BAIXADA
3999-0678-2004;06782678000150;3999;1;0;0;PRIVADO;BAIXADA
2062-0051-1995;00513797000120;2062;1;0;0;PRIVADO;BAIXADA
2135-0356-1999;03567687000130;2135;1;0;0;PRIVADO;BAIXADA
2062-0001-1994;00014136000150;2062;1;0;0;PRIVADO;BAIXADA
2062-0046-1995;00465878000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0014-1994;00146087000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0825-2006;08250414000180;2062;1;0;0;PRIVADO;BAIXADA
2135-1561-2012;15619561000140;2135;1;1;1;PRIVADO;ATIVA
2135-9752-2011;97523603000100;2135;1;1;1;PRIVADO;ATIVA
2062-0027-1983;00276923000170;2062;1;0;0;PRIVADO;BAIXADA
2135-1150-2010;11505307000160;2135;1;1;0;PRIVADO;ATIVA
2135-0164-1997;01649949000180;2135;1;0;0;PRIVADO;ATIVA
2135-1534-2012;15343611000100;2135;1;1;1;PRIVADO;ATIVA
2062-0887-2007;08873165000180;2062;1;0;0;PRIVADO;ATIVA
2062-0698-2004;06984947000160;2062;1;0;0;PRIVADO;ATIVA
2135-1248-2010;12488964000100;2135;1;1;0;PRIVADO;ATIVA
2135-0447-2001;04470930000160;2135;1;0;0;PRIVADO;BAIXADA
2062-1511-2012;15112044000180;2062;1;0;0;PRIVADO;ATIVA
2135-1057-2009;10576750000160;2135;1;0;0;PRIVADO;ATIVA
2135-1695-2012;16953220000170;2135;1;1;0;PRIVADO;ATIVA
2062-1074-2009;10741424000160;2062;1;0;0;PRIVADO;ATIVA
2135-1212-2010;12127415000100;2135;1;0;0;PRIVADO;ATIVA
2135-1158-2010;11581441000140;2135;1;0;0;PRIVADO;ATIVA
2135-0778-1985;07789068000140;2135;1;0;0;PRIVADO;ATIVA
2135-1279-2010;12790129000120;2135;1;1;1;PRIVADO;ATIVA
2135-1364-2011;13649202000100;2135;1;1;1;PRIVADO;ATIVA
2062-1166-1997;11664042004130;2062;0;0;0;PRIVADO;ATIVA
2135-1314-2011;13147664000120;2135;1;1;0;PRIVADO;ATIVA
2135-1116-2009;11169468000120;2135;1;0;0;PRIVADO;BAIXADA
2135-1127-2009;11278830000100;2135;1;1;1;PRIVADO;ATIVA
4014-8681-1994;86814241000190;4014;1;0;0;PRIVADO;BAIXADA
2135-1063-2009;10632490000100;2135;1;0;0;PRIVADO;ATIVA
2135-1243-2010;12433122000150;2135;1;1;1;PRIVADO;ATIVA
2062-1036-2008;10369152000110;2062;1;1;0;PRIVADO;ATIVA
2062-1361-2011;13616554000160;2062;1;1;0;PRIVADO;ATIVA
2062-1187-2010;11871534000100;2062;1;1;0;PRIVADO;ATIVA
2062-1046-2008;10461592000100;2062;1;0;0;PRIVADO;ATIVA
2135-1073-1986;10737245000150;2135;1;0;0;PRIVADO;ATIVA
2062-1349-2011;13494676000120;2062;1;1;0;PRIVADO;ATIVA
2135-1296-2010;12960445000100;2135;1;1;1;PRIVADO;BAIXADA
2135-0258-1998;02586057000140;2135;1;0;0;PRIVADO;ATIVA
2062-0242-2001;02427969000250;2062;0;1;0;PRIVADO;BAIXADA
2062-0397-2000;03977637000120;2062;1;0;0;PRIVADO;BAIXADA
2135-0769-2005;07699594000110;2135;1;1;0;PRIVADO;ATIVA
2135-1680-1981;16802639000120;2135;1;0;0;PRIVADO;BAIXADA
2062-1605-1987;16058885000110;2062;1;0;0;PRIVADO;BAIXADA
2046-1716-1986;17162082023700;2046;0;0;0;PRIVADO;BAIXADA
2054-1618-1996;16182834011210;2054;0;0;0;PRIVADO;BAIXADA
4014-1109-1975;11097268000100;4014;1;0;0;PRIVADO;BAIXADA
4090-1006-2008;10061124000130;4090;1;0;0;PRIVADO;BAIXADA
2135-1318-1980;13183181000180;2135;1;0;0;PRIVADO;BAIXADA
4014-1067-1986;10670164000180;4014;1;0;0;PRIVADO;BAIXADA
2135-0909-2007;09095389000170;2135;1;0;0;PRIVADO;BAIXADA
3999-1018-2008;10184633000150;3999;1;0;0;PRIVADO;BAIXADA
3999-0447-2001;04472558000120;3999;1;0;0;PRIVADO;BAIXADA
2135-1160-2010;11609204000140;2135;1;0;0;PRIVADO;BAIXADA
3999-1016-2008;10169460000100;3999;1;0;0;PRIVADO;BAIXADA
2240-5609-1986;56094931000150;2240;1;0;0;PRIVADO;BAIXADA
2062-5733-1987;57331449000150;2062;1;0;0;PRIVADO;BAIXADA
2062-3607-1990;36075380000170;2062;1;0;0;PRIVADO;BAIXADA
2062-8922-1977;89221295000130;2062;1;0;0;PRIVADO;BAIXADA
2062-8108-1988;81084568000130;2062;1;0;0;PRIVADO;BAIXADA
2062-9744-1994;97440317000180;2062;1;0;0;PRIVADO;BAIXADA
2062-5918-1988;59187260000160;2062;1;0;0;PRIVADO;BAIXADA
2135-9260-1989;92609791000170;2135;1;0;0;PRIVADO;ATIVA
2062-8242-1991;82425299000190;2062;1;0;0;PRIVADO;BAIXADA
2062-2535-1988;25355538000140;2062;1;0;0;PRIVADO;BAIXADA
2135-3006-1967;30068282000120;2135;1;0;0;PRIVADO;BAIXADA
2062-2351-1988;23519093000160;2062;1;0;0;PRIVADO;BAIXADA
2062-4501-1973;45010386000150;2062;1;0;0;PRIVADO;BAIXADA
2062-8164-1967;81640864000170;2062;1;0;0;PRIVADO;BAIXADA
2135-6962-1993;69627081000150;2135;1;0;0;PRIVADO;BAIXADA
2062-8180-1990;81800989000110;2062;1;0;0;PRIVADO;BAIXADA
2135-2268-1987;22688410000100;2135;1;0;0;PRIVADO;BAIXADA
2135-4317-1980;43170315000190;2135;1;0;0;PRIVADO;BAIXADA
2062-5709-1987;57092181000140;2062;1;0;0;PRIVADO;BAIXADA
2062-2287-1988;22877963000100;2062;1;0;0;PRIVADO;BAIXADA
2135-1847-1975;18474064000190;2135;1;0;0;PRIVADO;BAIXADA
3999-6518-1991;65182396000180;3999;1;0;0;PRIVADO;BAIXADA
2062-5029-1978;50291632000120;2062;1;0;0;PRIVADO;BAIXADA
2135-9210-1988;92109438000120;2135;1;0;0;PRIVADO;BAIXADA
2135-4861-1982;48614978000170;2135;1;0;0;PRIVADO;BAIXADA
3999-8175-1991;81757668000180;3999;1;0;0;PRIVADO;BAIXADA
2062-3401-1990;34018002000120;2062;1;0;0;PRIVADO;BAIXADA
2062-9707-1966;97078448000160;2062;1;0;0;PRIVADO;BAIXADA
2062-3650-1991;36508521000100;2062;1;0;0;PRIVADO;BAIXADA
2062-7468-1994;74684887000110;2062;1;0;0;PRIVADO;BAIXADA
2062-9463-1992;94634540000170;2062;1;0;0;PRIVADO;BAIXADA
2062-6861-1992;68619923000160;2062;1;0;0;PRIVADO;BAIXADA
2062-9671-1993;96714738000190;2062;1;0;0;PRIVADO;BAIXADA
2062-8242-1991;82427014000150;2062;1;0;0;PRIVADO;BAIXADA
2062-6321-1992;63218911000100;2062;1;0;0;PRIVADO;BAIXADA
3999-7848-1989;78485950000140;3999;1;0;0;PRIVADO;ATIVA
4120-0841-2006;08416923000130;4120;0;0;0;PRIVADO;BAIXADA
2062-0430-2001;04305474000100;2062;1;0;0;PRIVADO;ATIVA
2062-7704-1980;77042620000380;2062;0;0;0;PRIVADO;ATIVA
2135-0746-2005;07467207000110;2135;1;0;0;PRIVADO;ATIVA
2135-0173-1997;01738610000150;2135;1;0;0;PRIVADO;ATIVA
3999-0883-2007;08839951000160;3999;1;0;0;PRIVADO;ATIVA
2240-1463-2011;14638402000120;2240;1;1;0;PRIVADO;ATIVA
2135-1558-2012;15589437000180;2135;1;1;1;PRIVADO;ATIVA
2135-4106-1992;41064510000100;2135;1;0;0;PRIVADO;ATIVA
2062-1661-2012;16611987000110;2062;1;0;0;PRIVADO;ATIVA
2135-1660-2012;16609589000160;2135;1;1;1;PRIVADO;ATIVA
2135-1447-2011;14479322000170;2135;1;1;1;PRIVADO;ATIVA
2135-1571-2012;15714147000110;2135;1;1;1;PRIVADO;ATIVA
2135-1540-2012;15406892000100;2135;1;1;1;PRIVADO;ATIVA
2135-1540-2012;15407071000180;2135;1;0;0;PRIVADO;ATIVA
4120-0936-2008;09360188000900;4120;0;0;0;PRIVADO;ATIVA
4120-0864-2008;08643832000480;4120;0;0;0;PRIVADO;ATIVA
4120-0791-2007;07916003000380;4120;0;0;0;PRIVADO;ATIVA
4120-0833-2008;08339361000330;4120;0;0;0;PRIVADO;ATIVA
3999-5013-1982;50132810000170;3999;1;0;0;PRIVADO;ATIVA
4120-0819-2007;08193737000260;4120;0;0;0;PRIVADO;ATIVA
2054-9166-1982;91669242000390;2054;0;0;0;PRIVADO;BAIXADA
2135-1369-2011;13698318000130;2135;1;1;0;PRIVADO;ATIVA
2062-0211-1997;02112772000140;2062;1;0;0;PRIVADO;ATIVA
2135-0503-2002;05033703000130;2135;1;0;0;PRIVADO;ATIVA
2135-1260-2010;12608073000140;2135;1;0;0;PRIVADO;BAIXADA
2062-1348-2011;13487612000100;2062;1;0;0;PRIVADO;ATIVA
2062-2608-1989;26085803000180;2062;1;1;0;PRIVADO;ATIVA
2062-1575-2012;15756999000170;2062;1;1;0;PRIVADO;ATIVA
2062-0345-1988;03455698000390;2062;0;0;0;PRIVADO;ATIVA
2062-0556-2003;05568312000110;2062;1;1;0;PRIVADO;ATIVA
2062-0953-2008;09538394000100;2062;1;0;0;PRIVADO;ATIVA
2135-0888-2007;08887222000180;2135;1;1;0;PRIVADO;ATIVA
2062-0774-2005;07742768000180;2062;1;0;0;PRIVADO;ATIVA
2062-6453-1990;64530777000140;2062;1;0;0;PRIVADO;ATIVA
2062-8529-1992;85290518000160;2062;1;0;0;PRIVADO;ATIVA
2062-0180-1997;01809513000100;2062;1;1;0;PRIVADO;ATIVA
2062-1264-2010;12645185000170;2062;1;1;0;PRIVADO;ATIVA
2135-1543-2012;15431690000100;2135;1;1;1;PRIVADO;ATIVA
3999-8894-1994;88945985000330;3999;0;0;0;PRIVADO;ATIVA
2062-6887-1992;68871011000180;2062;1;0;0;PRIVADO;ATIVA
2062-9719-1969;97192611000110;2062;1;1;0;PRIVADO;ATIVA
2062-0113-2000;01135902000360;2062;0;0;0;PRIVADO;BAIXADA
2135-1258-2010;12587178000160;2135;1;0;0;PRIVADO;BAIXADA
2135-1691-2012;16918858000170;2135;1;0;0;PRIVADO;ATIVA
3999-1455-2011;14554347000190;3999;1;0;0;PRIVADO;ATIVA
2135-1501-1981;15013188000180;2135;1;1;0;PRIVADO;ATIVA
2135-1587-1987;15878010000100;2135;1;0;0;PRIVADO;ATIVA
2135-2515-1988;25153552000160;2135;1;0;0;PRIVADO;ATIVA
2062-2562-1992;25624784000230;2062;0;0;0;PRIVADO;BAIXADA
2135-1153-2010;11536367000140;2135;1;1;0;PRIVADO;ATIVA
2135-9036-1985;90368747000190;2135;1;1;0;PRIVADO;ATIVA
2062-4329-2006;43293729002150;2062;0;0;0;PRIVADO;ATIVA
2135-4121-1993;41213448000170;2135;1;0;0;PRIVADO;ATIVA
2135-9752-2011;97520865000110;2135;1;0;0;PRIVADO;ATIVA
2135-0271-1998;02715039000110;2135;1;1;0;PRIVADO;ATIVA
2062-1198-2010;11985729000180;2062;1;0;0;PRIVADO;ATIVA
3999-0819-2006;08195571000130;3999;1;0;0;PRIVADO;ATIVA
3999-0574-2003;05746625000110;3999;1;0;0;PRIVADO;ATIVA
2062-6632-1991;66323734000110;2062;1;0;0;PRIVADO;ATIVA
3271-1544-2011;15441617000110;3271;1;0;0;PUBLICO;ATIVA
3999-1436-2011;14368359000120;3999;1;0;0;PRIVADO;ATIVA
2062-1458-2011;14587797000180;2062;1;0;0;PRIVADO;ATIVA
2135-1429-2011;14297607000190;2135;1;0;0;PRIVADO;ATIVA
2135-1437-2011;14375024000130;2135;1;1;1;PRIVADO;ATIVA
2135-1429-2011;14298063000180;2135;1;1;1;PRIVADO;ATIVA
2062-5329-1984;53291670000170;2062;1;0;0;PRIVADO;BAIXADA
2062-6542-1991;65427049000170;2062;1;0;0;PRIVADO;BAIXADA
2062-4202-1992;42027516000170;2062;1;0;0;PRIVADO;BAIXADA
2062-8917-1977;89178123000120;2062;1;0;0;PRIVADO;BAIXADA
2062-8102-1989;81029654000140;2062;1;0;0;PRIVADO;BAIXADA
2062-8977-1984;89773873000140;2062;1;0;0;PRIVADO;BAIXADA
3999-8088-1989;80882368000160;3999;1;0;0;PRIVADO;BAIXADA
2135-9621-1967;96211412000140;2135;1;0;0;PRIVADO;BAIXADA
4014-8950-1978;89509137000180;4014;1;0;0;PRIVADO;BAIXADA
2062-8340-1979;83405506000370;2062;0;0;0;PRIVADO;BAIXADA
3999-9015-1984;90157850000190;3999;1;0;0;PRIVADO;BAIXADA
2135-9685-1994;96856612000150;2135;1;0;0;PRIVADO;BAIXADA
2135-8386-1980;83868067000170;2135;1;0;0;PRIVADO;BAIXADA
2062-2378-1987;23787625000140;2062;1;0;0;PRIVADO;BAIXADA
2062-2250-1986;22505036000160;2062;1;0;0;PRIVADO;BAIXADA
2135-2277-1987;22776868000110;2135;1;0;0;PRIVADO;ATIVA
3220-2705-2001;27056910061010;3220;0;0;0;PRIVADO;BAIXADA
4014-6188-1991;61880332000100;4014;1;0;0;PRIVADO;BAIXADA
2135-5372-1984;53726568000150;2135;1;0;0;PRIVADO;BAIXADA
4014-6011-1989;60110939000130;4014;1;0;0;PRIVADO;BAIXADA
2062-5292-1983;52929718000160;2062;1;0;0;PRIVADO;BAIXADA
2135-5101-1982;51014991000100;2135;1;0;0;PRIVADO;BAIXADA
2135-7293-1965;72936842000160;2135;1;0;0;PRIVADO;BAIXADA
2135-7754-1978;77548402000150;2135;1;0;0;PRIVADO;BAIXADA
2135-7570-1974;75708842000100;2135;1;0;0;PRIVADO;BAIXADA
2135-6903-1992;69036531000130;2135;1;0;0;PRIVADO;BAIXADA
2135-7948-1986;79485785000190;2135;1;0;0;PRIVADO;BAIXADA
2062-3300-2001;33009911034700;2062;0;0;0;PRIVADO;BAIXADA
2135-4754-1981;47547088000120;2135;1;0;0;PRIVADO;BAIXADA
2062-4935-1977;49355175000100;2062;1;0;0;PRIVADO;BAIXADA
2062-3804-1993;38049185000100;2062;1;0;0;PRIVADO;BAIXADA
2062-4444-1974;44444297000150;2062;1;0;0;PRIVADO;BAIXADA
2135-4732-1976;47323696000150;2135;1;0;0;PRIVADO;BAIXADA
2062-4865-1977;48654438000110;2062;1;0;0;PRIVADO;BAIXADA
2240-4439-1974;44398444000100;2240;1;0;0;PRIVADO;BAIXADA
2062-4647-1981;46470332000130;2062;1;0;0;PRIVADO;BAIXADA
2062-4849-1977;48496962000100;2062;1;0;0;PRIVADO;BAIXADA
2062-3978-1993;39789623000120;2062;1;0;0;PRIVADO;BAIXADA
2054-3410-1991;34106518000800;2054;0;0;0;PRIVADO;BAIXADA
2135-3863-1990;38630224000150;2135;1;0;0;PRIVADO;BAIXADA
2135-7790-1984;77909315000180;2135;1;0;0;PRIVADO;BAIXADA
2135-9669-1993;96691845000140;2135;1;0;0;PRIVADO;BAIXADA
3999-1019-2008;10191320000120;3999;1;0;0;PRIVADO;BAIXADA
2135-9453-1992;94535754000190;2135;1;0;0;PRIVADO;BAIXADA
2135-4724-1975;47245352000170;2135;1;0;0;PRIVADO;BAIXADA
2062-0583-2003;05832699000170;2062;1;0;0;PRIVADO;BAIXADA
2135-7572-1981;75726646000150;2135;1;0;0;PRIVADO;BAIXADA
2135-7722-1976;77225464000120;2135;1;0;0;PRIVADO;BAIXADA
2062-6428-1990;64285588000150;2062;1;0;0;PRIVADO;BAIXADA
4090-0654-2004;06545773000130;4090;1;0;0;PRIVADO;BAIXADA
4090-0667-2004;06672010000150;4090;1;0;0;PRIVADO;BAIXADA
2062-6660-1991;66606450000130;2062;1;0;0;PRIVADO;BAIXADA
2062-3647-1991;36473148000190;2062;1;0;0;PRIVADO;BAIXADA
2135-0534-2002;05347751000100;2135;1;0;0;PRIVADO;BAIXADA
2062-1180-1987;11807203000100;2062;1;0;0;PRIVADO;BAIXADA
2135-1696-2012;16969786000190;2135;1;1;1;PRIVADO;ATIVA
2143-6153-1989;61536744005340;2143;0;0;0;PRIVADO;ATIVA
3999-1591-2012;15910354000140;3999;1;0;0;PRIVADO;BAIXADA
2135-0082-1995;00821585000100;2135;1;1;0;PRIVADO;ATIVA
2062-1035-2008;10352157000130;2062;1;1;0;PRIVADO;ATIVA
2062-0790-2006;07900737000100;2062;1;0;0;PRIVADO;ATIVA
2135-0354-1999;03548511000130;2135;1;0;0;PRIVADO;ATIVA
2135-1400-2011;14002001000180;2135;1;0;0;PRIVADO;ATIVA
2062-0741-2005;07413142000120;2062;1;1;0;PRIVADO;ATIVA
2135-7903-1985;79035663000100;2135;1;0;0;PRIVADO;ATIVA
4120-1702-2012;17025844000190;4120;1;0;0;PRIVADO;ATIVA
2135-1561-2012;15611181000160;2135;1;1;1;PRIVADO;ATIVA
2062-0687-2004;06872739000170;2062;1;0;0;PRIVADO;ATIVA
4090-1590-2012;15902589000190;4090;1;0;0;PRIVADO;BAIXADA
2062-1039-2008;10393471000160;2062;1;0;0;PRIVADO;ATIVA
3131-0184-1997;01845753000160;3131;1;0;0;PRIVADO;ATIVA
2062-0962-2008;09625984000170;2062;1;0;0;PRIVADO;ATIVA
2135-9100-1987;91008037000200;2135;0;1;0;PRIVADO;ATIVA
4090-1599-2012;15990793000100;4090;1;0;0;PRIVADO;BAIXADA
4090-1598-2012;15986239000150;4090;1;0;0;PRIVADO;BAIXADA
4120-0799-2006;07997342001300;4120;0;0;0;PRIVADO;BAIXADA
2135-1248-2010;12488574000130;2135;1;1;1;PRIVADO;ATIVA
2135-1179-2010;11790007000170;2135;1;1;1;PRIVADO;ATIVA
3271-0964-2008;09647197000120;3271;1;0;0;PUBLICO;ATIVA
2062-0751-2005;07515692000150;2062;1;1;0;PRIVADO;ATIVA
2062-0719-2005;07191536000180;2062;1;0;0;PRIVADO;ATIVA
2135-1329-2011;13295005000130;2135;1;1;1;PRIVADO;ATIVA
2062-0615-2004;06158956000100;2062;1;0;0;PRIVADO;ATIVA
2135-1096-2009;10967599000190;2135;1;1;0;PRIVADO;ATIVA
2135-0947-2008;09470671000190;2135;1;0;0;PRIVADO;ATIVA
2135-0892-2007;08925260000180;2135;1;0;0;PRIVADO;BAIXADA
2135-1374-2011;13740796000160;2135;1;1;1;PRIVADO;ATIVA
2135-1397-2011;13971686000100;2135;1;0;0;PRIVADO;ATIVA
2240-0701-2004;07012581000120;2240;1;0;0;PRIVADO;ATIVA
2135-0718-2004;07184141000150;2135;1;0;0;PRIVADO;ATIVA
2135-0922-2007;09221273000130;2135;1;1;0;PRIVADO;ATIVA
2062-0905-2007;09058172000190;2062;1;0;0;PRIVADO;BAIXADA
2062-0924-2007;09242151000120;2062;1;1;0;PRIVADO;ATIVA
4090-1585-2012;15859123000150;4090;1;0;0;PRIVADO;BAIXADA
2135-1396-2011;13964990000120;2135;1;0;0;PRIVADO;ATIVA
2135-0608-2004;06081743000110;2135;1;0;0;PRIVADO;ATIVA
2135-1514-2012;15147950000110;2135;1;1;1;PRIVADO;ATIVA
2135-1550-2012;15507292000120;2135;1;1;1;PRIVADO;ATIVA
2062-0399-1990;03990504000780;2062;0;0;0;PRIVADO;ATIVA
2135-1582-2012;15823437000100;2135;1;1;1;PRIVADO;ATIVA
2135-0063-1995;00632834000110;2135;1;1;0;PRIVADO;ATIVA
2062-1322-2011;13220198000160;2062;1;1;0;PRIVADO;ATIVA
2062-1353-2011;13537297000170;2062;1;1;0;PRIVADO;ATIVA
2135-0012-1994;00126070000190;2135;1;0;0;PRIVADO;ATIVA
2240-0517-2002;05170186000140;2240;1;0;0;PRIVADO;ATIVA
2062-1351-2011;13511474000140;2062;1;1;0;PRIVADO;ATIVA
2135-1167-2010;11670799000140;2135;1;1;1;PRIVADO;ATIVA
4120-0800-2006;08005242000180;4120;1;0;0;PRIVADO;ATIVA
4090-1600-2012;16007968000180;4090;1;0;0;PRIVADO;BAIXADA
4090-1603-2012;16039249000140;4090;1;0;0;PRIVADO;BAIXADA
4090-1608-2012;16084792000160;4090;1;0;0;PRIVADO;BAIXADA
4090-1608-2012;16089548000190;4090;1;0;0;PRIVADO;BAIXADA
4090-1605-2012;16052994000120;4090;1;0;0;PRIVADO;BAIXADA
2135-1516-2012;15166707000140;2135;1;1;0;PRIVADO;ATIVA
2062-0024-1994;00247951000160;2062;1;0;0;PRIVADO;ATIVA
2062-0212-1997;02129541000140;2062;1;0;0;PRIVADO;ATIVA
2143-0842-2006;08420449000110;2143;1;0;0;PRIVADO;ATIVA
2135-9752-2011;97520611000100;2135;1;0;0;PRIVADO;ATIVA
2240-0597-2003;05973414000110;2240;1;1;0;PRIVADO;ATIVA
2135-6916-1992;69164366000100;2135;1;0;0;PRIVADO;ATIVA
2062-1125-2009;11258964000150;2062;1;0;0;PRIVADO;BAIXADA
2062-0555-2003;05556128000150;2062;1;0;0;PRIVADO;ATIVA
2135-1113-2009;11136625000100;2135;1;1;1;PRIVADO;ATIVA
2135-7001-1994;70018247000110;2135;1;0;0;PRIVADO;ATIVA
2135-1388-2011;13888230000180;2135;1;1;1;PRIVADO;ATIVA
2135-1386-2011;13869236000100;2135;1;1;1;PRIVADO;ATIVA
2135-1374-2011;13741214000160;2135;1;1;0;PRIVADO;ATIVA
3999-0706-2004;07065616000190;3999;1;0;0;PRIVADO;ATIVA
2135-1518-2012;15185971000120;2135;1;1;1;PRIVADO;ATIVA
2062-1447-2011;14476231000180;2062;1;0;0;PRIVADO;ATIVA
2135-1403-2011;14032582000100;2135;1;1;1;PRIVADO;ATIVA
2062-1324-2011;13240103000170;2062;1;0;0;PRIVADO;BAIXADA
3999-0170-1995;01700790000180;3999;1;0;0;PRIVADO;ATIVA
2062-0462-2001;04620457000150;2062;1;1;0;PRIVADO;ATIVA
2062-9275-1966;92753011000160;2062;1;0;0;PRIVADO;ATIVA
2135-0745-2005;07450289000190;2135;1;0;0;PRIVADO;ATIVA
2135-1651-2012;16514158000110;2135;1;1;1;PRIVADO;ATIVA
2062-8682-1997;86827847000240;2062;0;0;0;PRIVADO;ATIVA
