chave;cnpj;nr_natureza_juridica;matriz;simples;simei;classificação;situacao
2135-0631-2004;06318371000100;2135;1;0;0;PRIVADO;BAIXADA
4090-0976-2008;09760567000130;4090;1;0;0;PRIVADO;BAIXADA
2232-1693-2012;16932888000130;2232;1;0;0;PRIVADO;ATIVA
2240-0390-2000;03905542000100;2240;1;0;0;PRIVADO;BAIXADA
2135-0268-1998;02686201000110;2135;1;0;0;PRIVADO;BAIXADA
3999-9752-2011;97526837000100;3999;1;0;0;PRIVADO;ATIVA
2062-0248-2005;02484960000280;2062;0;0;0;PRIVADO;ATIVA
2135-0608-2004;06084773000180;2135;1;1;0;PRIVADO;ATIVA
4090-1661-2012;16618671000150;4090;1;0;0;PRIVADO;BAIXADA
2135-0347-1999;03477630000140;2135;1;1;0;PRIVADO;BAIXADA
2135-0293-1999;02937277000170;2135;1;0;0;PRIVADO;ATIVA
2062-0604-2003;06042798000110;2062;1;0;0;PRIVADO;ATIVA
3271-0665-2003;06658925000100;3271;1;0;0;PUBLICO;ATIVA
2305-0271-1998;02718174000110;2305;1;1;0;PRIVADO;ATIVA
2062-0702-2004;07028901000130;2062;1;1;0;PRIVADO;ATIVA
2062-1149-2010;11497569000120;2062;1;0;0;PRIVADO;ATIVA
3999-5479-1987;54796362000160;3999;1;0;0;PRIVADO;ATIVA
2135-0867-2007;08679162000100;2135;1;1;0;PRIVADO;ATIVA
2062-6480-1990;64807035000110;2062;1;0;0;PRIVADO;ATIVA
2135-1531-2012;15317884000180;2135;1;1;1;PRIVADO;ATIVA
2135-1694-2012;16941941000160;2135;1;1;1;PRIVADO;ATIVA
2305-0527-2002;05277788000100;2305;1;0;0;PRIVADO;ATIVA
2062-5409-1984;54093471000110;2062;1;0;0;PRIVADO;BAIXADA
2135-1677-2012;16774603000180;2135;1;0;0;PRIVADO;BAIXADA
2135-0425-2001;04251424000180;2135;1;0;0;PRIVADO;ATIVA
2062-8712-1966;87120762000100;2062;1;1;0;PRIVADO;ATIVA
2135-0472-2001;04724398000160;2135;1;0;0;PRIVADO;ATIVA
2135-1284-2010;12842235000100;2135;1;1;1;PRIVADO;ATIVA
3999-0693-1993;06932990000930;3999;0;0;0;PRIVADO;ATIVA
3999-0829-2006;08293513000140;3999;1;0;0;PRIVADO;ATIVA
3999-0147-1996;01475296000160;3999;1;0;0;PRIVADO;ATIVA
2062-1207-2010;12077443000160;2062;1;0;0;PRIVADO;ATIVA
2135-1338-2011;13388322000100;2135;1;1;1;PRIVADO;ATIVA
2135-1080-2009;10806211000170;2135;1;1;0;PRIVADO;ATIVA
2135-2400-1988;24008849000170;2135;1;0;0;PRIVADO;BAIXADA
2062-1423-2011;14239440000100;2062;1;0;0;PRIVADO;ATIVA
2062-1979-2000;19791896009310;2062;0;0;0;PRIVADO;ATIVA
3999-1212-1987;12121224000130;3999;1;0;0;PRIVADO;ATIVA
2135-0850-2006;08508919000100;2135;1;1;1;PRIVADO;ATIVA
2135-0579-2003;05796462000180;2135;1;0;0;PRIVADO;ATIVA
2062-0452-2001;04522679000130;2062;1;0;0;PRIVADO;ATIVA
3999-1204-2009;12045619000100;3999;1;0;0;PRIVADO;ATIVA
2062-0819-2006;08190659000160;2062;1;0;0;PRIVADO;ATIVA
2135-0896-2007;08961445000140;2135;1;1;0;PRIVADO;ATIVA
2240-6927-1993;69276293000130;2240;1;0;0;PRIVADO;ATIVA
2135-8446-1993;84462852000190;2135;1;0;0;PRIVADO;ATIVA
2135-1190-2010;11902017000150;2135;1;1;1;PRIVADO;ATIVA
2062-0350-1999;03504150000120;2062;1;0;0;PRIVADO;ATIVA
2062-1886-1983;18867903000130;2062;1;0;0;PRIVADO;ATIVA
1023-1057-1996;10572071154500;1023;0;0;0;PUBLICO;ATIVA
2135-1287-2010;12870677000160;2135;1;1;1;PRIVADO;ATIVA
2135-0481-2001;04810494000120;2135;1;1;0;PRIVADO;ATIVA
2135-1246-2010;12465352000100;2135;1;1;1;PRIVADO;ATIVA
2135-1183-2010;11831846000190;2135;1;1;1;PRIVADO;ATIVA
2062-2509-1989;25099318000100;2062;1;0;0;PRIVADO;ATIVA
4120-0848-2006;08480976000110;4120;1;0;0;PRIVADO;ATIVA
2135-0166-1997;01665705000190;2135;1;1;0;PRIVADO;ATIVA
2062-1307-2010;13078757000140;2062;1;1;0;PRIVADO;ATIVA
2135-8664-1994;86644432000150;2135;1;0;0;PRIVADO;ATIVA
2062-6410-1990;64109770000150;2062;1;1;0;PRIVADO;ATIVA
2135-1277-2010;12775703000170;2135;1;1;1;PRIVADO;ATIVA
2062-0482-2001;04825302000150;2062;1;1;0;PRIVADO;ATIVA
2062-0688-1982;06888507000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0879-2007;08798517000180;2135;1;0;0;PRIVADO;BAIXADA
3999-0971-2008;09718148000130;3999;1;0;0;PRIVADO;BAIXADA
2062-0735-2005;07351457000190;2062;1;1;0;PRIVADO;ATIVA
2135-0466-2001;04661933000180;2135;1;0;0;PRIVADO;ATIVA
3999-7518-2010;75180760002170;3999;0;0;0;PRIVADO;ATIVA
2305-0395-2000;03959127000120;2305;1;1;0;PRIVADO;ATIVA
2135-1510-2012;15103924000190;2135;1;1;1;PRIVADO;ATIVA
2135-0489-2002;04894707000140;2135;1;0;0;PRIVADO;ATIVA
2135-1200-2010;12008981000100;2135;1;1;0;PRIVADO;ATIVA
3999-2650-1992;26509711000180;3999;1;0;0;PRIVADO;ATIVA
2062-0687-2004;06871885000180;2062;1;0;0;PRIVADO;BAIXADA
2062-1135-2009;11357342000180;2062;1;1;0;PRIVADO;ATIVA
2062-0872-2007;08721697000100;2062;1;0;0;PRIVADO;ATIVA
2062-6682-1991;66820424000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0703-2004;07037284000130;2135;1;1;1;PRIVADO;ATIVA
2135-0682-2004;06824964000130;2135;1;0;0;PRIVADO;ATIVA
2062-0844-2007;08446137000500;2062;0;0;0;PRIVADO;ATIVA
2062-0419-2000;04190594000100;2062;1;1;0;PRIVADO;ATIVA
2135-2591-1989;25916255000120;2135;1;1;1;PRIVADO;ATIVA
2135-1562-2012;15624386000180;2135;1;0;0;PRIVADO;ATIVA
2135-0546-1977;05467204000150;2135;1;0;0;PRIVADO;BAIXADA
2135-0393-1979;03939774000170;2135;1;0;0;PRIVADO;BAIXADA
2135-0202-1997;02024919000140;2135;1;0;0;PRIVADO;ATIVA
3999-1016-2008;10169545000180;3999;1;0;0;PRIVADO;BAIXADA
2062-1749-1982;17491887000160;2062;1;0;0;PRIVADO;BAIXADA
2240-3184-1988;31848914000130;2240;1;0;0;PRIVADO;BAIXADA
2062-7444-1994;74444209000180;2062;1;0;0;PRIVADO;BAIXADA
2062-0892-2007;08923814000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0622-2004;06224697000160;2135;1;0;0;PRIVADO;BAIXADA
2062-0290-1981;02908796000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0274-1998;02744482000110;2062;1;0;0;PRIVADO;BAIXADA
2135-1331-2011;13316722000100;2135;1;0;0;PRIVADO;BAIXADA
2062-3982-1994;39826375000140;2062;1;0;0;PRIVADO;BAIXADA
3999-1428-2011;14286731000150;3999;1;0;0;PRIVADO;BAIXADA
3999-1018-2008;10182315000150;3999;1;0;0;PRIVADO;BAIXADA
2135-1090-2009;10905547000190;2135;1;0;0;PRIVADO;BAIXADA
2062-0800-2006;08004405000100;2062;1;0;0;PRIVADO;BAIXADA
2135-8296-1991;82965351000100;2135;1;0;0;PRIVADO;BAIXADA
2062-4386-1973;43863687000100;2062;1;0;0;PRIVADO;BAIXADA
2135-6499-1990;64996218000120;2135;1;0;0;PRIVADO;BAIXADA
2135-8015-1971;80152713000100;2135;1;0;0;PRIVADO;BAIXADA
2135-6542-1991;65429367000170;2135;1;0;0;PRIVADO;BAIXADA
2062-6223-1990;62239843000100;2062;1;0;0;PRIVADO;BAIXADA
2062-7675-1983;76756196000100;2062;1;0;0;PRIVADO;BAIXADA
2135-9213-1988;92130442000170;2135;1;0;0;PRIVADO;BAIXADA
2135-2160-1983;21601919000100;2135;1;0;0;PRIVADO;BAIXADA
2135-1672-1981;16726705000120;2135;1;0;0;PRIVADO;BAIXADA
2062-1714-1971;17140401000140;2062;1;0;0;PRIVADO;BAIXADA
2062-5618-1986;56189426000190;2062;1;0;0;PRIVADO;BAIXADA
2062-3721-1992;37219672000100;2062;1;0;0;PRIVADO;BAIXADA
2135-7715-1977;77150381000110;2135;1;0;0;PRIVADO;BAIXADA
2135-2657-1990;26572347000100;2135;1;0;0;PRIVADO;BAIXADA
2135-2016-1984;20164661000160;2135;1;0;0;PRIVADO;BAIXADA
2135-2001-1992;20014007000170;2135;1;0;0;PRIVADO;BAIXADA
2135-8906-1977;89069686000180;2135;1;0;0;PRIVADO;BAIXADA
2135-4087-1992;40878407000130;2135;1;0;0;PRIVADO;BAIXADA
2135-1600-1988;16008500000100;2135;1;0;0;PRIVADO;BAIXADA
2135-5616-1986;56166754000170;2135;1;0;0;PRIVADO;BAIXADA
2135-4813-1976;48138853000110;2135;1;0;0;PRIVADO;BAIXADA
2135-1410-2011;14108707000120;2135;1;1;0;PRIVADO;ATIVA
2135-6007-1989;60074143000170;2135;1;0;0;PRIVADO;BAIXADA
2135-9459-1992;94598794000180;2135;1;0;0;PRIVADO;BAIXADA
2135-4550-1981;45504818000180;2135;1;0;0;PRIVADO;BAIXADA
2135-6633-1991;66334814000170;2135;1;0;0;PRIVADO;BAIXADA
2135-4784-1981;47846647000100;2135;1;0;0;PRIVADO;BAIXADA
2135-5368-1984;53681342000180;2135;1;0;0;PRIVADO;BAIXADA
2240-6605-1991;66051145000120;2240;1;0;0;PRIVADO;BAIXADA
3999-2162-1986;21624861000110;3999;1;0;0;PRIVADO;BAIXADA
2135-9665-1993;96653605000150;2135;1;0;0;PRIVADO;BAIXADA
2224-1106-2009;11065608000110;2224;1;0;0;PRIVADO;ATIVA
2135-0164-1997;01640616000190;2135;1;0;0;PRIVADO;ATIVA
2062-0428-2001;04282635000180;2062;1;0;0;PRIVADO;BAIXADA
3999-0115-1996;01158654000100;3999;1;0;0;PRIVADO;ATIVA
2143-0917-2007;09177354000180;2143;1;0;0;PRIVADO;ATIVA
2135-0581-2003;05815409000180;2135;1;0;0;PRIVADO;ATIVA
2135-1557-2012;15571546000170;2135;1;1;1;PRIVADO;ATIVA
2135-1341-2011;13417990000100;2135;1;1;0;PRIVADO;ATIVA
2135-1260-2010;12605845000190;2135;1;1;0;PRIVADO;ATIVA
2062-1082-2009;10825512000140;2062;1;1;0;PRIVADO;ATIVA
2135-1108-2009;11084648000100;2135;1;1;1;PRIVADO;ATIVA
3999-1136-2009;11368135000120;3999;1;0;0;PRIVADO;ATIVA
2135-1149-2010;11497170000140;2135;1;0;0;PRIVADO;ATIVA
3085-1116-2009;11164096000140;3085;1;0;0;PRIVADO;ATIVA
2135-1570-2012;15703970000120;2135;1;0;0;PRIVADO;ATIVA
2135-1662-2012;16626528000100;2135;1;1;1;PRIVADO;ATIVA
2135-1523-2012;15236611000100;2135;1;0;0;PRIVADO;ATIVA
4120-0844-2008;08440012000220;4120;0;0;0;PRIVADO;ATIVA
2143-0734-2011;07349767000250;2143;0;0;0;PRIVADO;ATIVA
4120-0876-2007;08760447000170;4120;1;0;0;PRIVADO;ATIVA
2135-1523-2012;15232764000180;2135;1;1;0;PRIVADO;ATIVA
4120-1560-2012;15601291000140;4120;1;0;0;PRIVADO;ATIVA
2135-0239-1998;02394647000170;2135;1;0;0;PRIVADO;ATIVA
2135-0946-2008;09462500000110;2135;1;0;0;PRIVADO;ATIVA
2135-1160-2010;11606067000190;2135;1;0;0;PRIVADO;BAIXADA
3999-0116-1996;01163650000110;3999;1;0;0;PRIVADO;ATIVA
2135-1344-2011;13444313000180;2135;1;0;0;PRIVADO;ATIVA
2062-5841-1987;58419607000190;2062;1;0;0;PRIVADO;ATIVA
2135-1064-2009;10642198000160;2135;1;0;0;PRIVADO;ATIVA
2062-0496-2002;04965450000170;2062;1;0;0;PRIVADO;ATIVA
2062-1037-2008;10370610000130;2062;1;0;0;PRIVADO;ATIVA
3034-0144-1996;01440372000100;3034;1;0;0;PRIVADO;ATIVA
3999-0141-1996;01417681000150;3999;1;0;0;PRIVADO;ATIVA
2062-4283-1992;42834143000220;2062;0;0;0;PRIVADO;ATIVA
2062-0524-2002;05248796000110;2062;1;0;0;PRIVADO;ATIVA
3999-2269-1987;22691349000150;3999;1;0;0;PRIVADO;ATIVA
2135-0772-2005;07720137000160;2135;1;0;0;PRIVADO;ATIVA
2135-0348-1999;03480501000100;2135;1;0;0;PRIVADO;ATIVA
2054-9753-2011;97531897000200;2054;0;0;0;PRIVADO;ATIVA
2135-7411-1994;74110800000100;2135;1;0;0;PRIVADO;ATIVA
2135-0545-2003;05453491000140;2135;1;1;0;PRIVADO;ATIVA
2135-1426-2011;14260170000110;2135;1;0;0;PRIVADO;BAIXADA
2135-1430-2011;14307232000100;2135;1;1;1;PRIVADO;ATIVA
2062-1311-2010;13117417000180;2062;1;1;0;PRIVADO;ATIVA
2062-6113-2005;61139556000310;2062;0;0;0;PRIVADO;ATIVA
2135-1692-2012;16921081000100;2135;1;1;1;PRIVADO;ATIVA
2135-0234-1998;02344249000140;2135;1;0;0;PRIVADO;BAIXADA
4120-0964-2008;09641413000200;4120;0;0;0;PRIVADO;ATIVA
2135-0952-2008;09521081000140;2135;1;1;0;PRIVADO;ATIVA
3271-1456-2011;14564189000150;3271;1;0;0;PUBLICO;ATIVA
2135-0849-2006;08493131000160;2135;1;0;0;PRIVADO;ATIVA
4120-0947-2008;09479653000170;4120;1;0;0;PRIVADO;ATIVA
4120-0816-2006;08161385000180;4120;1;0;0;PRIVADO;ATIVA
2062-0834-2006;08345350000100;2062;1;0;0;PRIVADO;ATIVA
2062-0733-2005;07337149000100;2062;1;0;0;PRIVADO;ATIVA
2062-0862-2007;08628655000110;2062;1;1;0;PRIVADO;ATIVA
2135-0708-2004;07088567000100;2135;1;1;0;PRIVADO;ATIVA
2135-1437-2011;14372027000110;2135;1;1;1;PRIVADO;ATIVA
2135-1436-2011;14366979000120;2135;1;1;1;PRIVADO;ATIVA
2135-1672-2012;16722700000120;2135;1;1;1;PRIVADO;ATIVA
2062-9625-1993;96256805000170;2062;1;0;0;PRIVADO;BAIXADA
4014-9562-1970;95628665000150;4014;1;0;0;PRIVADO;BAIXADA
2062-8528-1992;85286839000190;2062;1;0;0;PRIVADO;BAIXADA
2135-9204-1970;92046366000110;2135;1;0;0;PRIVADO;BAIXADA
2054-8448-1997;84489996000300;2054;0;0;0;PRIVADO;BAIXADA
2062-2983-1985;29836152000100;2062;1;0;0;PRIVADO;BAIXADA
2062-6166-1978;61661864000220;2062;0;0;0;PRIVADO;BAIXADA
2054-6088-1984;60882628002990;2054;0;0;0;PRIVADO;BAIXADA
2135-2429-1990;24293045000160;2135;1;0;0;PRIVADO;BAIXADA
2062-2118-1985;21189253001440;2062;0;0;0;PRIVADO;BAIXADA
2135-5977-1988;59770578000170;2135;1;0;0;PRIVADO;BAIXADA
2135-2681-1990;26815381000150;2135;1;0;0;PRIVADO;BAIXADA
2135-5290-1983;52903580000120;2135;1;0;0;PRIVADO;BAIXADA
2062-3218-1988;32185134000110;2062;1;0;0;PRIVADO;BAIXADA
2062-5615-1986;56150931000120;2062;1;0;0;PRIVADO;BAIXADA
4014-5414-1985;54147897000100;4014;1;0;0;PRIVADO;BAIXADA
2135-7791-1978;77915858000100;2135;1;0;0;PRIVADO;BAIXADA
2062-7539-1980;75395939000100;2062;1;0;0;PRIVADO;BAIXADA
2135-6794-1992;67944397000140;2135;1;0;0;PRIVADO;BAIXADA
4014-6715-1992;67155002000120;4014;1;0;0;PRIVADO;BAIXADA
2135-8011-1987;80119670000160;2135;1;0;0;PRIVADO;BAIXADA
2062-3598-1993;35989037000250;2062;0;0;0;PRIVADO;BAIXADA
2062-3805-1993;38058764000100;2062;1;0;0;PRIVADO;BAIXADA
2062-3993-1993;39937842000100;2062;1;0;0;PRIVADO;BAIXADA
2062-3349-1966;33490368001610;2062;0;0;0;PRIVADO;BAIXADA
2062-3337-1992;33372251014700;2062;0;0;0;PRIVADO;BAIXADA
2135-9119-1986;91195123000180;2135;1;0;0;PRIVADO;BAIXADA
2062-9803-1982;98038771004240;2062;0;0;0;PRIVADO;BAIXADA
2062-8518-1991;85181717000130;2062;1;0;0;PRIVADO;BAIXADA
2135-9604-1968;96040019000130;2135;1;0;0;PRIVADO;BAIXADA
2062-9413-1991;94131455000190;2062;1;0;0;PRIVADO;BAIXADA
2062-8912-1970;89128961000190;2062;1;0;0;PRIVADO;BAIXADA
2135-9663-1993;96633623000170;2135;1;0;0;PRIVADO;BAIXADA
2135-8642-1994;86423290000100;2135;1;0;0;PRIVADO;BAIXADA
2240-2545-1988;25459124000160;2240;1;0;0;PRIVADO;BAIXADA
2062-4701-1976;47011721000160;2062;1;0;0;PRIVADO;BAIXADA
2135-1872-1975;18729863000160;2135;1;0;0;PRIVADO;BAIXADA
2062-5875-1988;58752049000180;2062;1;0;0;PRIVADO;BAIXADA
2062-2765-1981;27655711000150;2062;1;0;0;PRIVADO;BAIXADA
2135-5539-1986;55396626000150;2135;1;0;0;PRIVADO;BAIXADA
2062-5053-1978;50538792000120;2062;1;0;0;PRIVADO;BAIXADA
4014-5162-1985;51625895000190;4014;1;0;0;PRIVADO;BAIXADA
2062-6003-1989;60036894000100;2062;1;0;0;PRIVADO;BAIXADA
3999-2056-1980;20564837000170;3999;1;0;0;PRIVADO;BAIXADA
2135-2975-1977;29750478000110;2135;1;0;0;PRIVADO;BAIXADA
2135-1941-1976;19417401000170;2135;1;0;0;PRIVADO;BAIXADA
2062-3179-1988;31794282000170;2062;1;0;0;PRIVADO;BAIXADA
2135-2738-1977;27381227000180;2135;1;0;0;PRIVADO;BAIXADA
2135-5563-1986;55632939000160;2135;1;0;0;PRIVADO;BAIXADA
2062-5411-1985;54119383000140;2062;1;0;0;PRIVADO;BAIXADA
2062-3104-1986;31048341000160;2062;1;0;0;PRIVADO;BAIXADA
2135-4976-1978;49760226000180;2135;1;0;0;PRIVADO;BAIXADA
2135-5365-1984;53652004000110;2135;1;0;0;PRIVADO;BAIXADA
2062-6055-1990;60550472000140;2062;1;0;0;PRIVADO;BAIXADA
2135-6222-1990;62229505000180;2135;1;0;0;PRIVADO;BAIXADA
2062-5751-1988;57513061000170;2062;1;0;0;PRIVADO;BAIXADA
2135-5037-1979;50371632000130;2135;1;0;0;PRIVADO;BAIXADA
2240-6140-1990;61401196000110;2240;1;0;0;PRIVADO;BAIXADA
2054-6513-2005;65134140000360;2054;0;0;0;PRIVADO;BAIXADA
2135-7825-1967;78257706000120;2135;1;0;0;PRIVADO;BAIXADA
2062-6796-1992;67968651000140;2062;1;0;0;PRIVADO;BAIXADA
2240-6550-1991;65508673000100;2240;1;0;0;PRIVADO;BAIXADA
2062-7947-1987;79477279000230;2062;0;0;0;PRIVADO;BAIXADA
3999-1014-2008;10149583000170;3999;1;0;0;PRIVADO;BAIXADA
2062-6579-1991;65793622000160;2062;1;0;0;PRIVADO;BAIXADA
2135-7269-1973;72697832000110;2135;1;0;0;PRIVADO;BAIXADA
2062-4808-1977;48087472000150;2062;1;0;0;PRIVADO;BAIXADA
2135-3878-1990;38789343000150;2135;1;0;0;PRIVADO;BAIXADA
2062-3756-1993;37562352000140;2062;1;0;0;PRIVADO;BAIXADA
2135-4946-1978;49469190000180;2135;1;0;0;PRIVADO;BAIXADA
2135-4090-1991;40906281000160;2135;1;0;0;PRIVADO;BAIXADA
2135-3397-1990;33975251000140;2135;1;0;0;PRIVADO;BAIXADA
2135-3656-1991;36566743000170;2135;1;0;0;PRIVADO;BAIXADA
2062-4419-1980;44195998000100;2062;1;0;0;PRIVADO;BAIXADA
2135-4906-1982;49061559000110;2135;1;0;0;PRIVADO;BAIXADA
2062-4383-1973;43834134000110;2062;1;0;0;PRIVADO;BAIXADA
2062-3645-1991;36453363000120;2062;1;0;0;PRIVADO;BAIXADA
2135-7760-1979;77608727000180;2135;1;0;0;PRIVADO;BAIXADA
2135-4784-1981;47843222000130;2135;1;0;0;PRIVADO;BAIXADA
2135-2316-1987;23165996000190;2135;1;0;0;PRIVADO;BAIXADA
2135-1495-1980;14958201000100;2135;1;0;0;PRIVADO;BAIXADA
2240-5553-1986;55539126000120;2240;1;0;0;PRIVADO;BAIXADA
2062-0743-2005;07435063000110;2062;1;0;0;PRIVADO;BAIXADA
2135-0157-1996;01578630000100;2135;1;0;0;PRIVADO;ATIVA
3999-1592-2012;15928727000100;3999;1;0;0;PRIVADO;BAIXADA
2062-0084-1995;00849629000100;2062;1;0;0;PRIVADO;ATIVA
2135-1286-2010;12867015000130;2135;1;1;1;PRIVADO;ATIVA
2135-0036-1996;00369525000280;2135;0;0;0;PRIVADO;ATIVA
2135-1182-2010;11823152000100;2135;1;1;1;PRIVADO;ATIVA
2135-1700-2012;17008642000130;2135;1;1;0;PRIVADO;ATIVA
2135-1702-2012;17023445000190;2135;1;0;0;PRIVADO;ATIVA
2062-0142-1996;01427229000170;2062;1;0;0;PRIVADO;ATIVA
2135-0447-2001;04475625000160;2135;1;0;0;PRIVADO;ATIVA
2062-1207-2010;12070792000150;2062;1;1;0;PRIVADO;ATIVA
2135-1389-2011;13893114000150;2135;1;1;1;PRIVADO;ATIVA
2135-1304-2010;13048317000140;2135;1;1;1;PRIVADO;ATIVA
2135-1221-2010;12217244000100;2135;1;0;0;PRIVADO;ATIVA
2135-1335-2011;13357858000150;2135;1;0;0;PRIVADO;BAIXADA
2062-1320-2011;13206433000140;2062;1;0;0;PRIVADO;ATIVA
2135-1378-2011;13784561000170;2135;1;1;1;PRIVADO;ATIVA
2135-1154-2010;11549984000180;2135;1;1;1;PRIVADO;ATIVA
2062-0556-1999;05563670000130;2062;1;0;0;PRIVADO;ATIVA
2062-1385-2011;13858476000100;2062;1;1;0;PRIVADO;ATIVA
2062-0737-2008;07379856000240;2062;0;0;0;PRIVADO;ATIVA
2062-1379-2011;13790199000140;2062;1;0;0;PRIVADO;ATIVA
2135-1734-1982;17341165000120;2135;1;0;0;PRIVADO;BAIXADA
4090-1594-2012;15947103000130;4090;1;0;0;PRIVADO;BAIXADA
2135-1682-2012;16822882000100;2135;1;1;1;PRIVADO;ATIVA
2062-1341-2011;13413451000100;2062;1;0;0;PRIVADO;ATIVA
2062-1070-2009;10708409000200;2062;0;1;0;PRIVADO;ATIVA
2135-1390-2011;13907283000100;2135;1;0;0;PRIVADO;ATIVA
2135-1582-2012;15825025000100;2135;1;1;1;PRIVADO;ATIVA
2135-1582-2012;15829825000190;2135;1;1;1;PRIVADO;ATIVA
2062-0042-1995;00425944000100;2062;1;0;0;PRIVADO;ATIVA
2062-0266-1998;02666539000100;2062;1;0;0;PRIVADO;ATIVA
2135-0178-1997;01789731000120;2135;1;0;0;PRIVADO;ATIVA
2135-1684-2012;16849730000100;2135;1;1;1;PRIVADO;ATIVA
2135-1553-2012;15531229000120;2135;1;1;1;PRIVADO;ATIVA
2135-1539-2012;15398763000100;2135;1;1;1;PRIVADO;ATIVA
2135-1540-2012;15400540000130;2135;1;1;1;PRIVADO;ATIVA
2062-1566-2012;15661235000100;2062;1;1;0;PRIVADO;ATIVA
2135-1484-2012;14842762000140;2135;1;1;1;PRIVADO;ATIVA
2305-1610-2012;16100510000170;2305;1;1;0;PRIVADO;ATIVA
2062-3950-1992;39503925000190;2062;1;1;0;PRIVADO;ATIVA
2062-0864-2007;08643675000160;2062;1;1;0;PRIVADO;ATIVA
2135-1083-2009;10839583000100;2135;1;0;0;PRIVADO;ATIVA
2135-1485-2011;14851270000110;2135;1;1;0;PRIVADO;ATIVA
2135-0629-2004;06292912000160;2135;1;0;0;PRIVADO;ATIVA
2135-1444-2011;14445719000140;2135;1;1;1;PRIVADO;ATIVA
2062-1567-2012;15671695000100;2062;1;0;0;PRIVADO;ATIVA
2135-1246-2010;12467812000120;2135;1;1;1;PRIVADO;ATIVA
2062-1143-2010;11437638000100;2062;1;0;0;PRIVADO;ATIVA
2062-1518-2012;15189084000120;2062;1;0;0;PRIVADO;ATIVA
2135-1453-2011;14532704000110;2135;1;1;1;PRIVADO;ATIVA
2135-1452-2011;14524120000100;2135;1;1;1;PRIVADO;ATIVA
2135-1453-2011;14530689000170;2135;1;1;0;PRIVADO;ATIVA
2062-0363-2000;03634471000140;2062;1;0;0;PRIVADO;ATIVA
2135-1270-2010;12709639000120;2135;1;1;1;PRIVADO;ATIVA
2062-1649-2012;16491837000110;2062;1;0;0;PRIVADO;ATIVA
2135-1555-2012;15555488000190;2135;1;1;0;PRIVADO;ATIVA
2305-1250-2010;12508301000290;2305;0;1;0;PRIVADO;ATIVA
2062-2350-1988;23508666000150;2062;1;0;0;PRIVADO;ATIVA
2135-7917-1986;79176954000100;2135;1;0;0;PRIVADO;ATIVA
2135-0321-1999;03216826000180;2135;1;0;0;PRIVADO;ATIVA
2135-5982-1988;59823567000100;2135;1;0;0;PRIVADO;ATIVA
2062-2188-1986;21882808000110;2062;1;1;0;PRIVADO;ATIVA
2135-8445-1992;84451533000180;2135;1;0;0;PRIVADO;ATIVA
4014-8697-1994;86974268000140;4014;1;0;0;PRIVADO;ATIVA
2135-1652-2012;16529164000140;2135;1;1;1;PRIVADO;ATIVA
2135-1434-2011;14344061000180;2135;1;0;0;PRIVADO;BAIXADA
2062-7000-1994;70003272000120;2062;1;0;0;PRIVADO;ATIVA
2135-1407-2011;14074824000110;2135;1;1;1;PRIVADO;ATIVA
2135-1407-2011;14071915000100;2135;1;1;1;PRIVADO;ATIVA
2135-0636-2004;06369176000100;2135;1;1;0;PRIVADO;ATIVA
2062-0512-2002;05127890000110;2062;1;1;0;PRIVADO;ATIVA
2305-0501-2002;05019667000150;2305;1;1;0;PRIVADO;ATIVA
2135-0822-2006;08221979000130;2135;1;0;0;PRIVADO;ATIVA
2135-1063-2008;10636404000120;2135;1;0;0;PRIVADO;ATIVA
2135-1424-2011;14247424000160;2135;1;1;1;PRIVADO;ATIVA
2062-0362-2000;03621564000130;2062;1;0;0;PRIVADO;ATIVA
2062-3306-1997;33066952003930;2062;0;0;0;PRIVADO;ATIVA
2135-1160-2010;11605022000100;2135;1;1;1;PRIVADO;ATIVA
2135-0424-2001;04244908000100;2135;1;0;0;PRIVADO;ATIVA
2062-0452-2001;04529832000150;2062;1;0;0;PRIVADO;ATIVA
3034-0026-1985;00260778000130;3034;1;0;0;PRIVADO;ATIVA
2135-1051-2008;10514795000100;2135;1;1;0;PRIVADO;ATIVA
2062-0951-2008;09513877000150;2062;1;0;0;PRIVADO;BAIXADA
2135-0611-2004;06111992000100;2135;1;0;0;PRIVADO;BAIXADA
2062-0108-1996;01086502000140;2062;1;0;0;PRIVADO;BAIXADA
3999-0078-1995;00782804000190;3999;1;0;0;PRIVADO;BAIXADA
2135-0871-2007;08717235000100;2135;1;0;0;PRIVADO;BAIXADA
2135-0619-2004;06199809000170;2135;1;0;0;PRIVADO;BAIXADA
2062-1135-2010;11359618000240;2062;0;1;0;PRIVADO;ATIVA
2062-0863-2007;08631539000150;2062;1;0;0;PRIVADO;ATIVA
2135-2853-1970;28531275000170;2135;1;0;0;PRIVADO;BAIXADA
2062-0900-2007;09007110000150;2062;1;0;0;PRIVADO;ATIVA
2135-0302-1999;03024813000290;2135;0;0;0;PRIVADO;ATIVA
2240-0276-1998;02762282000190;2240;1;0;0;PRIVADO;ATIVA
2135-0289-1998;02890579000130;2135;1;0;0;PRIVADO;ATIVA
2135-1546-2012;15465142000100;2135;1;0;0;PRIVADO;BAIXADA
3271-0378-2000;03784213000140;3271;1;0;0;PUBLICO;ATIVA
